DoingBusinessAsName,PrincipalOfcrBusinessName,GrossReceiptsAmt,GroupReturnForAffiliatesInd,WebsiteAddressTxt,FormationYr,ActivityOrMissionDesc,VotingMembersGoverningBodyCnt,VotingMembersIndependentCnt,TotalEmployeeCnt,CYContributionsGrantsAmt,CYGrantsAndSimilarPaidAmt,CYBenefitsPaidToMembersAmt,CYSalariesCompEmpBnftPaidAmt,CYTotalProfFndrsngExpnsAmt,CYTotalFundraisingExpenseAmt,CYOtherExpensesAmt,CYTotalExpensesAmt,TotalAssetsBOYAmt,TotalAssetsEOYAmt,TotalLiabilitiesBOYAmt,TotalLiabilitiesEOYAmt,NetAssetsOrFundBalancesBOYAmt,DescribedInSection501c3Ind,ScheduleBRequiredInd,PoliticalCampaignActyInd,LobbyingActivitiesInd,DonorAdvisedFundInd,MoreThan5000KToOrgInd,MoreThan5000KToIndividualsInd,ProfessionalFundraisingInd,FundraisingActivitiesInd,GrantsToOrganizationsInd,GrantsToIndividualsInd,ScheduleJRequiredInd,GrantToRelatedPersonInd,BusinessRlnWithOrgMemInd,BusinessRlnWithFamMemInd,BusinessRlnWithOfficerEntInd,TerminateOperationsInd,PartialLiquidationInd,DisregardedEntityInd,RelatedEntityInd,RelatedOrganizationCtrlEntInd,TrnsfrExmptNonChrtblRltdOrgInd,ActivitiesConductedPrtshpInd,ScheduleORequiredInd,FilerEIN,TaxYear,PrincipalOfficerNm,SubjectToProxyTaxInd,TransactionWithControlEntInd,AllAffiliatesIncludedInd
Boston Children's Hospital,Dean M Harrison,6646723612.0,True,www.NM.Org,2009,THE PRIMARY MISSION OF THE NORTHWESTERN AFFILIATES INCLUDED IN THIS GROUP RETURN IS TO BE THE DESTINATION OF CHOICE FOR (CONTINUED IN SCHEDULE O),162.0,123.0,28681.0,331593048.0,25913616.0,0.0,2611519690.0,0.0,12889875.0,3836472706.0,6473906012.0,11000741502.0,10856787981.0,3142226688.0,2757735820.0,7858514814.0,True,True,False,True,True,False,False,False,True,True,True,True,False,True,True,False,False,False,True,True,True,False,False,True,364724966,2019,Jennifer Buchanan,False,True,True
SEE SCHEDULE O FOR COMPLETE LIST,JOSEPH R IMPICCICHE JD MHA,2389901126.0,False,WWW.ASCENSION.ORG,2011,"Catholic health ministry dedicated to service, healing, and transformational solutions.",9.0,8.0,7230.0,242135.0,4292163.0,0.0,907932376.0,0.0,0.0,779198003.0,1691422542.0,26075544022.0,28177995461.0,11566286010.0,12453107048.0,14509258012.0,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,True,False,True,453358926,2019,Jennifer Buchanan,False,True,True
THE MEDICAL CENTER NAVICENT HEALTH,NINFA M SAUNDERS,1815076591.0,False,WWW.NAVICENTHEALTH.ORG,1994,"THE MEDICAL CENTER OF CENTRAL GEORGIA, INC. (MCCG) IS A NON-PROFIT MEDICAL CENTER WHOSE PRIMARY PURPOSE IS TO PROVIDE HIGH QUALITY HEALTHCARE SERVICES FOR INPATIENT, OUTPATIENT , PHYSICIAN CARE, EMERGENCY SERVICES AND OTHER HEALTH CARE RELATED SERVICES TO MACON/BIBB COUNTY, GEORGIA AND SURROUNDING AREAS.",18.0,13.0,5462.0,18683503.0,60117210.0,0.0,290506422.0,0.0,0.0,419696790.0,770320422.0,1250784600.0,1263100131.0,380177789.0,319915083.0,870606811.0,True,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,True,False,False,True,582149128,2019,Jennifer Buchanan,False,True,True
THE MEDICAL CENTER NAVICENT HEALTH,NINFA M SAUNDERS,15408562676.0,True,HTTPS://WWW.MASSGENERALBRIGHAM.ORG/,1994,"PATIENT CARE, RESEARCH, EDUCATION AND SERVICE TO THE COMMUNITY LOCALLY AND GLOBALLY.",718.0,444.0,82294.0,3806711641.0,1389330926.0,0.0,7829464850.0,895392.0,84820582.0,6014199764.0,15233890932.0,20278792664.0,22793343522.0,6752618290.0,8865698573.0,13526174374.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,900656139,2019,ANNE KLIBANSKI MD,True,True,True
THE MEDICAL CENTER NAVICENT HEALTH,NINFA M SAUNDERS,3485983194.0,False,WWW.SCRIPPS.ORG,1924,"FOUNDED IN 1924 BY PHILANTHROPIST ELLEN BROWNING SCRIPPS, SCRIPPS HEALTH IS A $3.6 BILLION, PRIVATE NOT-FOR-PROFIT INTEGRATED HEALTH SYSTEM IN SAN DIEGO, CA. (SEE SCH O)",14.0,13.0,18038.0,145322851.0,1203950.0,0.0,1419930850.0,0.0,7473347.0,1822252952.0,3243387752.0,5667715696.0,6720360494.0,1417443240.0,2098076504.0,4250272456.0,True,True,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,True,True,True,False,False,True,951684089,2019,Christopher Van Gorder,False,True,True
HOMES OF HOPE,NINFA M SAUNDERS,30134.0,False,N/A,2012,"TO PROVIDE HELP, SUPPORT, AND OPPORTUNITIES FOR WOMEN FROM INDIA TO BE ABLE TO BE SAFE, TO OBTAIN EDUCATION AND RELIGIOUS FREEDOM",5.0,0.0,0.0,30134.0,0.0,0.0,0.0,0.0,0.0,30060.0,30060.0,29461.0,31115.0,1417443240.0,1580.0,29461.0,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,461404397,2019,STEVE DEAN,False,True,True
HOMES OF HOPE,NINFA M SAUNDERS,2908341.0,True,WWW.NATHANBENDERSONPARK.ORG,2010,"THE ORGANIZATION'S PRIMARY PURPOSE IS TO MANAGE AND PROMOTE NATHAN BENDERSON PARK AS A WORLD-CLASS EVENT CENTER, TEAM TRAINING SITE AND SARASOTA COUNTY PARK, WHILE PROVIDING OUTREACH PROGRAMS THROUGH RECREATION, SAFETY TRAINING, EDUCATION AND VOLUNTEERING AS A SERVICE TO THE COMMUNITY.",9.0,9.0,28.0,1960988.0,0.0,0.0,880095.0,0.0,0.0,1773364.0,2653459.0,10014901.0,1765437.0,497896.0,462014.0,9517005.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,452641647,2019,THOMAS HERRERA-MISHLER,True,True,True
HOMES OF HOPE,NINFA M SAUNDERS,297202.0,True,WWW.SENIORAFFORDABLEHOUSING.ORG,1994,"AS LEADERS IN AFFORDABLE HOUSING, WE ARE DEDICATED TO QUALITY, RESPECT ANDINTEGRITY. OUR DESIRE IS TO PROVIDE SUPPORT AND RESOURCES TO CREATE AN ENVIRONMENT THAT WILL ENRICH THE LIVES OF OUR EMPLOYEES AND RESIDENTS. WE TAKE PRIDE IN BUILDING, ADMINISTERING, AND MAINTAINING HIGH STANDARDS OF SERVICE FOR INDIVIDUALS AND FAMILIES. WITH CONTINUED EDUCATION, COMMUNITY INVOLVEMENT, AND REFINED PRACTICES, WE WILL DEVELOP AND MAINTAIN SUPERIOR AFFORDABLE HOUSING THAT SURPASSES EXPECTATIONS.",7.0,7.0,0.0,180471.0,0.0,0.0,85770.0,0.0,0.0,267330.0,353100.0,963455.0,908289.0,40967.0,41699.0,922488.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,943162074,2019,LARRY BOECK,True,True,True
HOMES OF HOPE,NINFA M SAUNDERS,20662364172.0,True,WWW.CLEVELANDCLINIC.ORG,1994,"PATIENT CARE, RESEARCH AND EDUCATION",677.0,451.0,71093.0,327817213.0,139835146.0,0.0,5525322945.0,1770231.0,15666956.0,4507771963.0,10174700285.0,16108542205.0,18683589721.0,6354600176.0,7000966102.0,9753942029.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,912153073,2019,TOMISLAV MIHALJEVIC,True,True,True
HOMES OF HOPE,NINFA M SAUNDERS,2108616.0,False,WWW.BBBSOMAHA.ORG,1959,TO CREATE AND SUPPORT ONE-TO-ONE MENTORING RELATIONSHIPS THAT IGNITE THE POWER AND PROMISE OF YOUTH.,21.0,21.0,36.0,2060432.0,0.0,0.0,1885708.0,0.0,300365.0,612184.0,2497892.0,1744053.0,1337717.0,134488.0,152614.0,1609565.0,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,470466144,2019,JOHN GILBREATH,False,True,True
HOMES OF HOPE,NINFA M SAUNDERS,7819186.0,True,WWW.FBLA-PBL.ORG,1959,INSPIRES AND PREPARES STUDENTS TO BECOME COMMUNITY-MINDED BUSINESS LEADERS IN A GLOBAL SOCIETY THROUGH RELEVANT CAREER PREPARATION AND LEADERSHIP EXPERIENCES.,348.0,348.0,15.0,745118.0,153535.0,0.0,386725.0,0.0,161972.0,7850380.0,8390640.0,10547466.0,8614015.0,0.0,0.0,10547466.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,237254290,2019,SUSAN SEUFERER,True,True,True
HOMES OF HOPE,NINFA M SAUNDERS,56033005.0,True,www.bgca.org,2002,"TO PROMOTE EXCLUSIVELY THE SOCIAL WELFARE OF BOYS AND GIRLS IN THE OF BOYS AND GIRLS IN THE VARIOUS STATES; AND TO RECEIVE, INVEST, AND DISBURSE FUNDS, & TO HOLD PROPERTY FOR THE PURPOSE OF THE CORPORATION.",347.0,269.0,0.0,55794235.0,45474876.0,0.0,1070552.0,0.0,0.0,10104872.0,56650300.0,16124001.0,16673378.0,9386876.0,10747782.0,6737125.0,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,912117699,2019,James L Clark,True,True,True
HOMES OF HOPE,WAYNE R LAPIERRE,302740488.0,False,www.nra.org,1871,"FIREARMS SAFETY, EDUCATION, AND TRAINING; AND ADVOCACY ON BEHALF OF SAFE AND RESPONSIBLE GUN OWNERS",73.0,63.0,770.0,109439440.0,103491.0,0.0,56740325.0,5269873.0,45441923.0,241273626.0,303387315.0,197212080.0,198746752.0,181180554.0,189092595.0,16031526.0,False,True,True,True,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,True,True,True,False,True,530116130,2019,James L Clark,True,True,True
HOMES OF HOPE,WAYNE R LAPIERRE,38708607.0,False,WWW.PLANNEDPARENTHOODACTION.ORG,1989,TO PROTECT WOMENS HEALTH AND REPRODUCTIVE CHOICE THROUGH ADVOCACY.,18.0,18.0,0.0,38602857.0,12899447.0,0.0,7943728.0,4632994.0,10403687.0,15438571.0,40914740.0,13324900.0,9870744.0,4311323.0,3395838.0,9013577.0,False,True,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,True,True,False,True,133539048,2019,Alexis McGill Johnson,True,True,True
HOMES OF HOPE,WAYNE R LAPIERRE,27828138657.0,True,www.aarp.org,1958,"AARP is a nonprofit, nonpartisan organization empowering people to choose how they live as they age.",12.0,11.0,2007.0,339774885.0,125203227.0,0.0,342869535.0,652488.0,7915472.0,1144254096.0,1612979346.0,2483898934.0,2781538281.0,1296985752.0,1300191459.0,1186913182.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,951985500,2019,Scott M Frisch,True,True,True
HOMES OF HOPE,WAYNE R LAPIERRE,769534678.0,True,WWW.DELTADENTALVA.COM,1964,IMPROVE THE PUBLIC'S ORAL HEALTH.,11.0,10.0,68.0,0.0,0.0,0.0,9810543.0,0.0,0.0,722407959.0,732218502.0,174836256.0,192074182.0,60675421.0,56738147.0,114160835.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,540844477,2019,R JAMES BARKER,True,True,True
HOMES OF HOPE,WAYNE R LAPIERRE,14654740.0,True,WWW.DELTADENTALVA.COM,2018,"Downtown City Center Development Corporation seeks to improve conditions around the City of Carmel through development, more specifically by financing construction projects that further the cultural, economic, and aesthetic standards of the City of Carmel.",3.0,3.0,0.0,14654740.0,12627805.0,0.0,0.0,0.0,0.0,0.0,12627805.0,0.0,2026935.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,834075614,2019,David Arnold,True,True,True
HOMES OF HOPE,WAYNE R LAPIERRE,334977.0,True,HTTP://WWW.PSCPERTHAMBOY.COM/,1931,"THE PURPOSE FOR WHICH THIS CORPORATION IS FORMED IS; TO PROMOTE CLEAN SPORT AND HEALTHY RECREATION AND TO FOSTER THE COMMUNITY SPIRIT AMONG ITS MEMBERS, THEIR FAMILIES, THEIR CHILDREN AND OTHERS OF PORTUGUESE DESCENT; TO PROMOTE, PROPAGATE AND PERPETUATE THE PORTUGUESE LANGUAGE, TRADITIONS, CULTURES, EDUCATION, ARTS, SCIENCE, LITERATURE AND CUSTOMS AMONG ITS MEMBERS, THEIR FAMILIES AND FAMILIES OF THEIR COUNTRYMEN WHO HAVE IMMIGRATED AND SETTLED IN THIS COUNTRY; TO PROMOTE MORALITY, CHARITY AND GOOD FELLOWSHIP AMONG ITS MEMBERS, THEIR FAMILIES, THEIR CHILDREN AND OTHERS OF PORTUGUESE DESCENT.",6.0,6.0,7.0,14259.0,0.0,0.0,900.0,0.0,0.0,98590.0,99490.0,234655.0,234792.0,42895.0,28251.0,191760.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,226035498,2019,CARLOS REI,True,True,True
HOMES OF HOPE,WAYNE R LAPIERRE,500000.0,True,WWW.AMERICANSFORCURES.ORG,2002,TO PROVIDE ADVOCACY DEDICATED TO PROMOTING LIFESAVING STEM CELL RESEARCH AND THERAPY DEVELOPMENT.,6.0,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,500000.0,500000.0,255.0,265.0,2590350.0,2590360.0,-2590095.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,571136023,2019,ROBERT N KLEIN II,True,True,True
LAWRENCEBURG ROTARY CLUB DISTRICT,WAYNE R LAPIERRE,833058.0,False,ROTARYLAWRENCEBURGTN.ORG,1947,"TO PROVIDE SERVICE TO THE COMMUNITY, ESPECIALLY CHILDREN AND YOUTH, THROUGH SCHOLARSHIPS; JOINT SUPPORT OF ROTARY PARK WITH THE CITY GOVERNMENT; YOUTH PROGRAMS AND CHARITIES IN THIS COMMUNITY; ROTARY INTERENATIONAL PROJECTS FOR CHILD HEALTH, ECONOMIC DEVELOPMENT AND WORLD UNDERSTANDING, AS WELL AS PROVIDING FELLOWSHIP OPPORTUNITIES FOR COMMUNITY- MINDED MEMBERS.",11.0,11.0,0.0,34483.0,0.0,0.0,42484.0,0.0,461259.0,613883.0,656367.0,824241.0,793173.0,467766.0,261956.0,356475.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,620757525,2019,JOHN BEASLEY,True,True,True
LAWRENCEBURG ROTARY CLUB DISTRICT,WAYNE R LAPIERRE,5361378.0,True,ROTARYLAWRENCEBURGTN.ORG,1971,Direct the educational and philanthropic activities of the combined chapters of EPSILON SIGMA ALPHA INTERNATIONAL COUNCIL.,11.0,11.0,0.0,0.0,3539941.0,0.0,0.0,0.0,0.0,762060.0,4302001.0,2494940.0,3554317.0,0.0,0.0,2494940.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,237394928,2019,Doug Mills,True,True,True
LAWRENCEBURG ROTARY CLUB DISTRICT,WAYNE R LAPIERRE,4850876.0,True,WWW.HADASSAH.ORG,1971,"IN ISRAEL, WE SUPPORT HEALTHCARE, EDUCATION, YOUTH PROGRAMS. SEE SCHEDULE O.IN ISRAEL, WE SUPPORT HEALTHCARE, EDUCATION, YOUTH PROGRAMS AND LAND DEVELOPMENT. IN THE U.S., ENHANCE THE QUALITY OF AMERICAN AND JEWISH LIFE.",2846.0,2846.0,3.0,2129063.0,1590.0,0.0,19660.0,0.0,994186.0,4788643.0,4809893.0,2421806.0,1591665.0,289373.0,120627.0,2132433.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,136227614,2020,NAOMI ADLER,True,True,True
YMCA Retirement Fund,SCOTT DOLFI,2477014123.0,False,WWW.YRETIREMENT.ORG,1921,To provide pension and welfare benefits for YMCA employees. (See Part III or Schedule O for the complete mission statement.),16.0,11.0,123.0,219162.0,131900.0,1398431882.0,25047260.0,0.0,0.0,35747031.0,1459358073.0,7103381831.0,8789752286.0,8176862350.0,8987687155.0,-1073480519.0,True,True,False,True,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,True,135562401,2020,NAOMI ADLER,True,True,True
YMCA Retirement Fund,SCOTT DOLFI,42052013.0,False,N/A,2007,"TO SUPPORT THE UNIVERSITY OF NOTRE DAME, THE OHIO STATE UNIVERSITY, FL FLANAGANS BOYS HOMES, BOYS & GIRLS CLUB OF COLUMBUS, EASTER SEALS CENTRAL & SE OH, SALVATION ARMY OF COLUMBUS OH, AND ST VINCENT FAMILY CENTERS.",1.0,0.0,0.0,0.0,1174907.0,0.0,260749.0,0.0,0.0,10338.0,1445994.0,29840725.0,37872782.0,0.0,0.0,29840725.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,316216454,2020,GREGG WADE PNC BANK,False,True,True
YMCA Retirement Fund,SCOTT DOLFI,253595252.0,True,HTTPS://WWW.NED.ORG/,1983,"NED HAS A SINGULAR MISSION - ADVANCING DEMOCRACY IN SUPPORT OF FREEDOM AROUND THE WORLD. OUR TARGETED, DEMAND-DRIVEN SMALL GRANTS PROGRAM RESPONDS TO THE NEEDS OF LOCAL NGOS THAT DEFEND HUMAN RIGHTS, STRENGTHEN INDEPENDENT MEDIA AND CIVIC EDUCATION, AND EMPOWER WOMEN AND YOUTH IN A MANNER THAT ENABLES THEM TO ESTABLISH CREDIBILITY AS DEMOCRATIZING FORCES IN THEIR OWN SOCIETIES. NED FURTHER LEVERAGES ITS GRANTS PROGRAM THROUGH NETWORKING AND RECOGNITION ACTIVITIES THAT PROVIDE POLITICAL SUPPORT AND SOLIDARITY (THE WORLD MOVEMENT FOR DEMOCRACY, THE CENTER FOR INTERNATIONAL MEDIA ASSISTANCE, THE REAGAN-FASCELL DEMOCRACY FELLOWS PROGRAM, AND DEMOCRACY AWARD EVENTS), AS WELL AS THROUGH SCHOLARLY RESEARCH THAT GIVES ACTIVISTS ACCESS TO THE LATEST INSIGHTS ON STRENGTHENING DEMOCRATIC VALUES AND DEVELOPING STRATEGIES FOR DEMOCRATIC TRANSITION (THE JOURNAL OF DEMOCRACY AND THE INTERNATIONAL FORUM FOR DEMOCRATIC STUDIES).",28.0,28.0,282.0,252969340.0,206224742.0,0.0,29080114.0,0.0,0.0,17125110.0,252429966.0,128355467.0,118250668.0,122684986.0,111209577.0,5670481.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,521344831,2020,DAMON WILSON,True,True,True
YMCA Retirement Fund,SCOTT DOLFI,86480217.0,True,WWW.DUCKS.ORG,1937,"DUCKS UNLIMITED, INC CONSERVES, RESTORES, AND MANAGES WETLANDS AND ASSOCIATED HABITATS FOR NORTH AMERICA'S WATERFOWL. THESE HABITATS ALSO BENEFIT OTHER WILDLIFE AND PEOPLE.",65.0,64.0,0.0,18971424.0,37667898.0,0.0,0.0,16000.0,16000.0,0.0,37683898.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,912009004,2020,DARIN BLUNCK,True,True,True
YMCA Retirement Fund,SCOTT DOLFI,33293882426.0,False,www.fidelitycharitable.org,1990,SEE SCHEDULE O,8.0,7.0,0.0,15298500542.0,10055307579.0,0.0,0.0,0.0,0.0,159919020.0,10215226599.0,35369008813.0,49738032591.0,137991811.0,174705403.0,35231017002.0,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,110303001,2020,JACOB PRUITT,False,True,True
YMCA Retirement Fund,SCOTT DOLFI,564811.0,False,www.smilescharity.org,2009,Smiles Charity is a non-profit organization founded to benefit charitable organizations that build homes for deserving families. Smiles Charity will donate its profits to build homes for wounded war veterans.,6.0,6.0,0.0,428915.0,309848.0,0.0,0.0,13707.0,83489.0,77501.0,401056.0,122603.0,499261.0,137991811.0,300000.0,122603.0,True,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,271346553,2020,Jennifer Buchanan,False,True,True
YMCA Retirement Fund,Dean M Harrison,7743446581.0,True,www.NM.org,2009,THE PRIMARY MISSION OF THE NORTHWESTERN AFFILIATES INCLUDED IN THIS GROUP RETURN IS TO BE THE DESTINATION OF CHOICE FOR (CONTINUED IN SCHEDULE O),152.0,125.0,29520.0,246752372.0,16342067.0,0.0,2926130021.0,0.0,14707139.0,4322966579.0,7265438667.0,10856787981.0,12204330471.0,2757735820.0,3144224891.0,8099052161.0,True,True,False,True,True,False,False,False,True,True,True,True,False,True,True,False,False,False,True,True,True,False,False,True,364724966,2020,Jennifer Buchanan,False,True,True
SEE SCHEDULE O FOR COMPLETE LIST,JOSEPH R IMPICCICHE JD MHA,4211917238.0,False,WWW.ASCENSION.ORG,2011,"Catholic health ministry dedicated to service, healing, and transformational solutions.",8.0,7.0,7725.0,223372.0,33518021.0,0.0,1057223492.0,0.0,0.0,738878659.0,1829620172.0,28177995461.0,34321139954.0,12453107048.0,12016788567.0,15724888413.0,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,True,False,True,453358926,2020,Jennifer Buchanan,False,True,True
SEE SCHEDULE O FOR COMPLETE LIST,JOSEPH R IMPICCICHE JD MHA,10089712920.0,True,WWW.BATTELLE.ORG,1925,"SEE MISSION STATEMENT ON SCHEDULE O BATTELLE MEMORIAL INSTITUTE (""BMI"") IS ORGANIZED EXCLUSIVELY FOR CHARITABLE, EDUCATIONAL AND SCIENTIFIC PURPOSES, INCLUDING THE UTILIZATION OF SCIENCE, THE SCIENTIFIC METHOD AND RESEARCH FOR THE BENEFIT AND EDUCATION OF MANKIND.",9.0,9.0,39073.0,8954666857.0,29452429.0,0.0,5526542228.0,0.0,0.0,4336214752.0,9892209409.0,1336035166.0,1558568214.0,655130088.0,708486798.0,680905078.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,314379427,2020,LEWIS VON THAER,True,True,True
SEE SCHEDULE O FOR COMPLETE LIST,JOSEPH R IMPICCICHE JD MHA,18712142436.0,True,HTTPS://WWW.MASSGENERALBRIGHAM.ORG/,1925,"PATIENT CARE, RESEARCH, EDUCATION AND SERVICE TO THE COMMUNITY LOCALLY AND GLOBALLY.",700.0,425.0,83077.0,4950929420.0,1882900452.0,0.0,8582026366.0,418846.0,86563854.0,6620368789.0,17085714453.0,22793343522.0,26652316196.0,8865698573.0,8694717473.0,13927644949.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,900656139,2020,ANNE KLIBANSKI MD,True,True,True
SEE SCHEDULE O FOR COMPLETE LIST,John Vogan Treasurer,258136.0,False,www.qlawfoundation.org,2008,The QLaw Foundation of Washington promotes the dignity and respect of LGBTQ+ Washingtonians within the legal system through advocacy education and legal assistance.,15.0,15.0,2.0,233290.0,0.0,0.0,115579.0,6750.0,0.0,12006.0,134335.0,130842.0,240763.0,0.0,0.0,130842.0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,651253851,2020,ANNE KLIBANSKI MD,False,True,True
SEE SCHEDULE O FOR COMPLETE LIST,John Vogan Treasurer,260738893.0,True,WWW.RIDER.EDU,1865,"A NOT-FOR-PROFIT, PRIVATE UNIVERSITY, OFFERING UNDERGRADUATE, GRADUATE, AND DOCTORAL PROGRAMS",29.0,29.0,2673.0,22286390.0,88843553.0,0.0,89367913.0,60658.0,2808565.0,57985903.0,236258027.0,278802595.0,309275121.0,134792144.0,166274773.0,144010451.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,210650678,2020,DR GREGORY DELL'OMO,True,True,True
UNITYPOINT HEALTH,John Vogan Treasurer,610162727.0,True,WWW.UNITYPOINT.ORG,1994,TO IMPROVE THE HEALTH OF THE PEOPLE AND COMMUNITIES WE SERVE.,19.0,16.0,2538.0,53224744.0,51749033.0,0.0,172800425.0,0.0,0.0,235872297.0,460421755.0,1258894202.0,1741446215.0,1334770005.0,1853829659.0,-75875803.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,421435199,2020,CLAY HOLDERMAN,True,True,True
UNITYPOINT HEALTH,John Vogan Treasurer,17301903844.0,True,WWW.CLEVELANDCLINIC.ORG,1994,"CARING FOR LIFE, RESEARCHING FOR HEALTH AND EDUCATING THOSE WHO SERVE.",658.0,444.0,77960.0,741758329.0,150785452.0,0.0,5955185890.0,1701157.0,16105198.0,4795173044.0,10902845543.0,18683589721.0,21307404981.0,7000966102.0,7682779028.0,11682623619.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,912153073,2020,TOMISLAV MIHALJEVIC,True,True,True
UNITYPOINT HEALTH,John Vogan Treasurer,22114738.0,False,WWW.WELDFOODBANK.ORG,1990,TO LEAD AND ENGAGE OUR COMMUNITY IN THE FIGHT AGAINST HUNGER.,20.0,20.0,47.0,20369471.0,2038622.0,0.0,1667316.0,0.0,413279.0,16481536.0,20187474.0,9173436.0,11059753.0,82557.0,118339.0,9090879.0,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,742244826,2020,ROBERT O'CONNOR,False,True,True
UNITYPOINT HEALTH,John Vogan Treasurer,2648993.0,True,WWW.TRIKAPPA.ORG,1901,"THE OBJECT OF THIS ORGANIZATION SHALL BE TO BRING WOMEN INTO CLOSE, UNSELFISH RELATIONSHIP FOR THE PROMOTION OF CHARITY, CULTURE, AND EDUCATION.",5.0,5.0,0.0,733724.0,1004844.0,0.0,0.0,0.0,0.0,403872.0,1408716.0,2145613.0,2154321.0,82557.0,0.0,2145613.0,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,237014089,2020,JANET PERRY,False,True,True
UNITYPOINT HEALTH,John Vogan Treasurer,9683673989.0,True,WWW.CLEVELANDCLINIC.ORG,1921,"CARING FOR LIFE, RESEARCHING FOR HEALTH AND EDUCATING THOSE WHO SERVE.",27.0,20.0,42469.0,529557140.0,112177648.0,0.0,3541803968.0,1701157.0,16105198.0,2683217605.0,6338900378.0,12446161990.0,13701552445.0,6172018991.0,6620130520.0,6274142999.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,340714585,2020,TOMISLAV MIHALJEVIC,True,True,True
UNITYPOINT HEALTH,John Vogan Treasurer,59359614.0,True,www.bgca.org,2002,"TO PROMOTE EXCLUSIVELY THE SOCIAL WELFARE OF BOYS AND GIRLS IN THE VARIOUS STATES TO RECEIVE, INVEST, AND DISBURSE FUNDS, & TO HOLD PROPERTY FOR THE PURPOSE OF THE CORPORATION.",341.0,232.0,0.0,58901100.0,49251406.0,0.0,0.0,0.0,0.0,7831208.0,57082614.0,16673378.0,18861967.0,10747782.0,11610554.0,5925596.0,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,912117699,2020,JAMES L CLARK,True,True,True
