DoingBusinessAsName,PrincipalOfcrBusinessName,GrossReceiptsAmt,GroupReturnForAffiliatesInd,WebsiteAddressTxt,FormationYr,ActivityOrMissionDesc,VotingMembersGoverningBodyCnt,VotingMembersIndependentCnt,TotalEmployeeCnt,CYContributionsGrantsAmt,CYGrantsAndSimilarPaidAmt,CYBenefitsPaidToMembersAmt,CYSalariesCompEmpBnftPaidAmt,CYTotalProfFndrsngExpnsAmt,CYTotalFundraisingExpenseAmt,CYOtherExpensesAmt,CYTotalExpensesAmt,TotalAssetsBOYAmt,TotalAssetsEOYAmt,TotalLiabilitiesBOYAmt,TotalLiabilitiesEOYAmt,NetAssetsOrFundBalancesBOYAmt,DescribedInSection501c3Ind,ScheduleBRequiredInd,PoliticalCampaignActyInd,LobbyingActivitiesInd,DonorAdvisedFundInd,MoreThan5000KToOrgInd,MoreThan5000KToIndividualsInd,ProfessionalFundraisingInd,FundraisingActivitiesInd,GrantsToOrganizationsInd,GrantsToIndividualsInd,ScheduleJRequiredInd,GrantToRelatedPersonInd,BusinessRlnWithOrgMemInd,BusinessRlnWithFamMemInd,BusinessRlnWithOfficerEntInd,TerminateOperationsInd,PartialLiquidationInd,DisregardedEntityInd,RelatedEntityInd,RelatedOrganizationCtrlEntInd,TrnsfrExmptNonChrtblRltdOrgInd,ActivitiesConductedPrtshpInd,ScheduleORequiredInd,FilerEIN,TaxYear,PrincipalOfficerNm,SubjectToProxyTaxInd,TransactionWithControlEntInd,AllAffiliatesIncludedInd
STEPHEN SUMMERS,John Vogan Treasurer,133541.0,False,www.bgca.org,2000,GUN SAFETY,440.0,0.0,0.0,133538.0,0.0,0.0,7104.0,0.0,0.0,76493.0,83597.0,391465.0,441409.0,10747782.0,0.0,391465.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,611286015,2020,STEPHEN SUMMERS,False,True,True
STEPHEN SUMMERS,John Vogan Treasurer,181601.0,True,N/A,2018,"IMPROVING AND PROTECTING EDUCATION, ECONOMIC JUSTICE, AND HUMAN RIGHTS THROUGH THE INVESTMENT IN VARIOUS EDUCATIONAL AND CIVIC ENGAGEMENT ACTIVITIES SUCH AS LEADERSHIP TRAINING, LEGISLATIVE ADVOCACY, AND INFORMING CITIZENS ABOUT THE POSITIONS OF PUBLIC OFFICIALS AND CANDIDATES FOR PUBLIC OFFICE ON THESE ISSUES.",9.0,9.0,2.0,181601.0,0.0,0.0,161050.0,0.0,0.0,208447.0,369497.0,275023.0,75272.0,19937.0,8082.0,255086.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,825388914,2020,CHAD OBAN,True,True,True
Shell Foundation,Rachel Singh Davies,232249141.0,False,www.shellfoundation.org,2000,Shell Foundation is an independent charity that applies a business approach to global development challenges which constrain access to energy and sustainable urban and rural mobility.,1.0,1.0,0.0,21792073.0,24627233.0,0.0,3950582.0,0.0,0.0,15098630.0,43676445.0,615669762.0,653902489.0,29162154.0,25682619.0,586507608.0,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,True,980368454,2020,CHAD OBAN,False,False,True
Shell Foundation,Rachel Singh Davies,139000000.0,True,WWW.OPENSOCIETYPOLICYCENTER.ORG,1997,TO PROMOTE SOCIAL JUSTICE AND HUMAN RIGHTS THROUGH DOMESTIC AND FOREIGN POLICY ADVOCACY.,5.0,3.0,0.0,139000000.0,138003786.0,0.0,0.0,0.0,0.0,6589420.0,144593206.0,28027963.0,8982600.0,31683384.0,18049483.0,-3655421.0,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,522028955,2020,THOMAS PERRIELLO,True,True,True
Shell Foundation,Rachel Singh Davies,166657342.0,True,WWW.SIERRACLUB.ORG,1892,"TO EXPLORE, ENJOY, AND PROTECT THE WILD PLACES OF THE EARTH, PRACTICE & PROMOTE RESPONSIBLE USE OF THE EARTH'S ECOSYSTEMS & RESOURCES, EDUCATE & ENLIST HUMANITY TO PROTECT AND RESTORE THE QUALITY OF THE NATURAL & HUMAN ENVIRONMENT, USE ALL LAWFUL MEANS TO CARRY OUT THESE OBJECTIVES.",15.0,14.0,1062.0,140015362.0,2120757.0,0.0,93212599.0,1401360.0,7314302.0,56903044.0,153637760.0,120762455.0,129884022.0,39270567.0,49746970.0,81491888.0,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,941153307,2020,MICHAEL BRUNE,True,True,True
Shell Foundation,Rachel Singh Davies,33385553585.0,True,www.aarp.org,1958,"AARP is a nonprofit, nonpartisan organization empowering people to choose how they live as they age.",11.0,10.0,1976.0,318990639.0,97555654.0,0.0,372391841.0,652488.0,5765857.0,1129045741.0,1599645724.0,2781538281.0,3002043536.0,1300191459.0,1423175159.0,1481346822.0,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,951985500,2020,Scott M Frisch,True,True,True
Shell Foundation,SONYA B ROWLING,298449500.0,False,www.nra.org,1871,"FIREARMS SAFETY, EDUCATION, AND TRAINING; AND ADVOCACY ON BEHALF OF SAFE AND RESPONSIBLE GUN OWNERS",76.0,73.0,640.0,105000030.0,91500.0,0.0,38187084.0,4340067.0,26651150.0,195014663.0,237633314.0,198746752.0,210418228.0,189092595.0,161113955.0,9654157.0,False,True,True,False,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,True,True,False,False,True,530116130,2020,Scott M Frisch,True,True,True
Shell Foundation,SONYA B ROWLING,1434907.0,False,http://www.americanencore.org/,2009,To defend freedom promote free markets work to expand economic opportunity and make the case for the American cont sched O,3.0,2.0,0.0,1434907.0,501000.0,0.0,0.0,0.0,10806.0,900317.0,1401317.0,87725.0,23577.0,126904.0,8912.0,-39179.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,264683543,2020,SEAN NOBLE,False,True,True
Shell Foundation,SONYA B ROWLING,4736090863.0,True,WWW.DELTADENTALINS.COM,1954,"TO ADVANCE DENTAL HEALTH AND ACCESS THROUGH EXCEPTIONAL DENTAL BENEFITS, SERVICE, TECHNOLOGY AND PROFESSIONAL SUPPORT.",12.0,9.0,2211.0,0.0,17993763.0,3841895052.0,314070438.0,0.0,0.0,270381836.0,4444341089.0,2483531581.0,3021240364.0,771561142.0,1091825405.0,1711970439.0,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,941461312,2020,ALICIA F WEBER,True,True,True
Shell Foundation,SONYA B ROWLING,20855235.0,True,WWW.EVERYTOWN.ORG,2007,"THE PRIMARY ACTIVITY OF EVERYTOWN FOR GUN SAFETY ACTION FUND IS TO PROMOTE GUN SAFETY LEGISLATION AND INITIATIVES AND REDUCE GUN VIOLENCE THROUGH THE EDUCATION OF POLICY-MAKERS, THE PRESS, AND THE PUBLIC ABOUT THE CONSEQUENCES OF GUN VIOLENCE AND ORGANIZING COMMUNITIES IN SUPPORT OF GUN SAFETY.",4.0,4.0,207.0,20288442.0,694246.0,0.0,14966989.0,260464.0,2852879.0,36359184.0,52280883.0,43454304.0,10937524.0,1679103.0,1700566.0,41775201.0,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,208802884,2020,JOHN FEINBLATT,True,True,True
Shell Foundation,SONYA B ROWLING,161894.0,False,www.hwmc.org,1975,To promote civic consciousness and leadership and to provide enhancement to the community and its citizens,9.0,9.0,0.0,53260.0,100849.0,9994.0,0.0,0.0,14790.0,22732.0,133575.0,126768.0,89346.0,22826.0,27986.0,103942.0,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,382180137,2020,NICHOLAS GRUBER,False,True,True
Shell Foundation,SONYA B ROWLING,0.0,True,WWW.AMERICANSFORCURES.ORG,2002,TO PROVIDE ADVOCACY DEDICATED TO PROMOTING LIFESAVING STEM CELL RESEARCH AND THERAPY DEVELOPMENT.,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,265.0,255.0,2590360.0,2590360.0,-2590095.0,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,571136023,2020,ROBERT N KLEIN II,True,True,True
LAWRENCEBURG ROTARY CLUB DISTRICT,SONYA B ROWLING,457186.0,False,ROTARYLAWRENCEBURGTN.ORG,1947,"TO PROVIDE SERVICE TO THE COMMUNITY, ESPECIALLY CHILDREN AND YOUTH, THROUGH SCHOLARSHIPS; JOINT SUPPORT OF ROTARY PARK WITH THE CITY GOVERNMENT; YOUTH PROGRAMS AND CHARITIES IN THIS COMMUNITY; ROTARY INTERENATIONAL PROJECTS FOR CHILD HEALTH, ECONOMIC DEVELOPMENT AND WORLD UNDERSTANDING, AS WELL AS PROVIDING FELLOWSHIP OPPORTUNITIES FOR COMMUNITY- MINDED MEMBERS.",10.0,10.0,0.0,306575.0,0.0,0.0,0.0,0.0,39712.0,269887.0,269887.0,793173.0,831672.0,261956.0,153756.0,531217.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,620757525,2020,JOHN BEASLEY,True,True,True
LAWRENCEBURG ROTARY CLUB DISTRICT,SONYA B ROWLING,5992977.0,True,WWW.FRIENDSFIDUCIARY.ORG,1975,"SEE PAGE 2, PART III, LINE 1 FOR THE ORGANIZATION'S MISSION.",20.0,20.0,12.0,76816.0,1225002.0,0.0,1220819.0,0.0,0.0,3176434.0,5622255.0,597472622.0,693443242.0,577990557.0,672338339.0,19482065.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,231968136,2021,JEFFERY W PERKINS,True,True,True
LAWRENCEBURG ROTARY CLUB DISTRICT,SONYA B ROWLING,732794.0,True,N/A,2007,"PLEASE SEE MISSION STATEMENT BELOW: CONDUCTS AND SUPPORTS ACTIVITIES EXCLUSIVELY FOR THE BENEFIT OF EVANGELICAL CHRISTIAN CHURCHES, CHARITABLE RELIEF ORGANIZATIONS",5.0,3.0,0.0,0.0,211000.0,0.0,0.0,0.0,0.0,42200.0,253200.0,3944145.0,4399616.0,0.0,0.0,3944145.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,421744781,2021,DOUG EDLUND,True,True,True
LAWRENCEBURG ROTARY CLUB DISTRICT,SONYA B ROWLING,100684367.0,True,WWW.GLOBALGIVING.ORG,2002,TO TRANSFORM AID AND PHILANTHROPY TO ACCELERATE COMMUNITY-LED CHANGE.,12.0,12.0,85.0,93619611.0,89471839.0,0.0,8048478.0,0.0,269223.0,4783221.0,102303538.0,54046324.0,58310702.0,2224267.0,10558891.0,51822057.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,300108263,2021,DONNA CALLEJON,True,True,True
LAWRENCEBURG ROTARY CLUB DISTRICT,SONYA B ROWLING,731387.0,True,WWW.DRAWFASTHELP.ORG,1985,"FINANCIAL AND EMOTIONAL SUPPORT FOR DRAG RACERS, CREW MEMBERS AND THEIR FAMILIES FOR DEATH OR INJURIES SUFFERED WHILE PARTICIPATING IN THE SPORT.",12.0,12.0,0.0,134882.0,123212.0,0.0,0.0,46816.0,54697.0,132470.0,302498.0,1674764.0,1936106.0,7075.0,5632.0,1667689.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,953950424,2021,CHRIS HARDESTY,True,True,True
LAWRENCEBURG ROTARY CLUB DISTRICT,SONYA B ROWLING,42081770632.0,False,www.fidelitycharitable.org,1990,SEE SCHEDULE O,9.0,8.0,0.0,15196581675.0,11443494670.0,0.0,0.0,0.0,0.0,190885311.0,11634379981.0,49738032591.0,48314187764.0,174705403.0,220340567.0,49563327188.0,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,110303001,2021,JACOB PRUITT,False,True,True
LAWRENCEBURG ROTARY CLUB DISTRICT,SONYA B ROWLING,8322784.0,False,WWW.GIVENKIND.ORG,2012,"GiveNKind sources and efficiently redistributes excess goods in the economy to local nonprofit organizations to fill needs in our community. Nonprofits receive needed items that support their programs and diverting quality goods away from landfills reduces the environmental impact on all of us. Usable goods don?t belong in landfills, especially when those goods fill a need in our community.",10.0,0.0,1.0,8294314.0,7678693.0,0.0,32700.0,0.0,9502.0,44805.0,7756198.0,42655.0,615536.0,219.0,2745.0,42436.0,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,461191706,2021,JACOB PRUITT,False,True,True
LAWRENCEBURG ROTARY CLUB DISTRICT,SONYA B ROWLING,1559793.0,False,N/A,1997,PRESERVE THE HISPANIC CULTURE FOR THE YOUTH THROUGH EDUCATION IN THE ARTS. SEE SCHEDULE O FOR SIGNIFICANT ACTIVITIES.,11.0,11.0,8.0,181577.0,5000.0,0.0,135218.0,0.0,10089.0,184116.0,324334.0,537208.0,376102.0,10649.0,8102.0,526559.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,752721254,2021,CHARLENE MCBRIDE,False,False,True
LAWRENCEBURG ROTARY CLUB DISTRICT,Christina Freese Decker,4778312234.0,True,www.spectrumhealth.org,1997,"To improve health, inspire hope and save lives.",356.0,258.0,30645.0,116090931.0,4853226.0,0.0,2097497804.0,0.0,1384337.0,2140417634.0,4242768664.0,4297048044.0,4852252378.0,1600300299.0,1907987071.0,2696747745.0,True,True,False,False,False,False,False,False,True,True,True,True,False,True,True,False,False,False,False,True,True,True,False,True,611740292,2021,CHARLENE MCBRIDE,False,True,True
LAWRENCEBURG ROTARY CLUB DISTRICT,Jason McGuire,389691.0,False,newyorkfamilies.org,1980,To protect human life promote strong families preserve religious freedoms and proclaim justice and mercy. To educate and inform interested persons in NYS on core issues through publications seminars emails alerts website videos radio broadcasts speakers and events through out the state.,4.0,4.0,8.0,371009.0,0.0,0.0,262234.0,0.0,35632.0,111297.0,373531.0,213594.0,223497.0,127109.0,93426.0,86485.0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,223139279,2021,CHARLENE MCBRIDE,False,True,True
LAWRENCEBURG ROTARY CLUB DISTRICT,Jason McGuire,238570.0,False,WWW.REKINDLETHESPIRIT.COM,1980,TO ENHANCE THE REGION BY PROVIDING HISTORICAL AND CULTURAL EDUCATIONAL PROJECTS.,13.0,13.0,0.0,0.0,280000.0,0.0,0.0,0.0,0.0,18627.0,298627.0,334883.0,106577.0,127109.0,0.0,334883.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,232967354,2021,CAROL WELCH,False,True,True
LAWRENCEBURG ROTARY CLUB DISTRICT,Jason McGuire,378198402.0,False,WWW.STOWERS.ORG,2005,"STOWERS RESOURCE MANAGEMENT (""SRM"") SUPPORTS THE ACTIVITIES OF STOWERS INSTITUTE FOR MEDICAL RESEARCH (""SIMR"") WHICH CONDUCTS BASIC CELL AND MOLECULAR BIOLOGY RESEARCH.",16.0,10.0,174.0,3639423.0,141000000.0,0.0,22287894.0,0.0,423347.0,22073565.0,185361459.0,1882453562.0,2385097265.0,381379493.0,297948767.0,1501074069.0,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,True,412186719,2021,RICHARD W BROWN,False,True,True
LAWRENCEBURG ROTARY CLUB DISTRICT,Jason McGuire,178363.0,True,WWW.SENIORAFFORDABLEHOUSING.ORG,1995,"AS LEADERS IN AFFORDABLE HOUSING, WE ARE DEDICATED TO QUALITY, RESPECT AND INTEGRITY. OUR DESIRE IS TO PROVIDE SUPPORT AND RESOURCES TO CREATE AN ENVIRONMENT THAT WILL ENRICH THE LIVES OF OUR EMPLOYEES AND RESIDENTS. WE TAKE PRIDE IN BUILDING, ADMINISTERING, AND MAINTAINING HIGH STANDARDS OF SERVICE FOR INDIVIDUALS AND FAMILIES. WITH CONTINUED EDUCATION, COMMUNITY INVOLVEMENT, AND REFINED PRACTICES, WE WILL DEVELOP AND MAINTAIN SUPERIOR AFFORDABLE HOUSING THAT SURPASSES EXPECTATIONS.",7.0,7.0,0.0,124324.0,0.0,0.0,35674.0,0.0,0.0,128104.0,163778.0,295763.0,299834.0,250681.0,240167.0,45082.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,943191447,2021,LARRY BOECK,True,True,True
ENGAGE MICHIGAN,Jason McGuire,845196.0,False,WWW.ENGAGEMICHIGAN.ORG,2007,"PROGRESS MICHIGAN EDUCATION IS A NON-PARTISAN, NON-PROFIT 501(C)(3) ORGANIZATION THAT PROMOTES SOLUTIONS FOR MICHIGAN THROUGH INDEPENDENT RESEARCH, PUBLIC EDUCATION, AND THE USE OF NEW MEDIA AND INTERNET OUTREACH CAMPAIGNS.",7.0,7.0,26.0,833088.0,3284993.0,0.0,640939.0,0.0,20742.0,596401.0,4522333.0,5080378.0,1376107.0,240085.0,216486.0,4840293.0,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,260900874,2021,LONNIE SCOTT,False,True,True
ENGAGE MICHIGAN,Jason McGuire,78875024.0,True,www.bgca.org,2002,"TO PROMOTE EXCLUSIVELY THE SOCIAL WELFARE OF BOYS AND GIRLS IN THE VARIOUS STATES TO RECEIVE, INVEST, AND DISBURSE FUNDS, & TO HOLD PROPERTY FOR THE PURPOSE OF THE CORPORATION.",337.0,232.0,0.0,78472043.0,67567411.0,0.0,0.0,0.0,0.0,8804581.0,76371992.0,18861967.0,33713245.0,11610554.0,25378348.0,7251413.0,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,912117699,2021,JAMES L CLARK,True,True,True
STEPHEN SUMMERS,Jason McGuire,109086.0,False,www.bgca.org,2000,GUN SAFETY,440.0,0.0,0.0,109086.0,0.0,0.0,3629.0,0.0,0.0,115269.0,118898.0,441409.0,431597.0,11610554.0,0.0,441409.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,611286015,2021,STEPHEN SUMMERS,False,False,True
STEPHEN SUMMERS,Jason McGuire,573353.0,True,N/A,1964,TO PROVIDE FOR THE NEEDS OF NEEDY AND INDIGENT FIREFIGHTERS,8.0,8.0,0.0,167813.0,64127.0,0.0,0.0,0.0,0.0,37775.0,101902.0,1817388.0,1989755.0,0.0,0.0,1817388.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,237401870,2021,THOMAS BUFFA,True,False,True
STEPHEN SUMMERS,Jason McGuire,1648072280.0,False,WWW.UQ.EDU.AU,1909,SEE SCHEDULE O,21.0,20.0,0.0,909799783.0,149785536.0,0.0,895093980.0,0.0,0.0,497069176.0,1541948692.0,4574578000.0,5012279000.0,1255701000.0,1225328000.0,3318877000.0,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,980127096,2021,ANDREW FLANNERY,False,False,True
STEPHEN SUMMERS,Jason McGuire,6477186.0,True,www.bread.org,1982,Advocate for changes in policies/programs/conditions that allow hunger & poverty to persist.,39.0,38.0,80.0,6282510.0,0.0,0.0,2527786.0,0.0,808080.0,2429475.0,4957261.0,9071665.0,10817860.0,1399947.0,1612205.0,7671718.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,132803276,2021,Eugene Cho,True,True,True
STEPHEN SUMMERS,Jason McGuire,3446601.0,False,N/A,2005,SEE SCHEDULE O,4.0,0.0,0.0,356143.0,400000.0,0.0,0.0,0.0,0.0,9396.0,409396.0,27333849.0,30537171.0,3000.0,0.0,27330849.0,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,203270502,2021,RICHARD W BROWN,False,True,True
STEPHEN SUMMERS,Jason McGuire,152800.0,True,WWW.ARDAROC.ORG,2012,"TO PRESERVE, PROTECT, AND ENHANCE VACATION OWNERSHIP.",15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,792744.0,792744.0,9292830.0,8871021.0,91194.0,129221.0,9201636.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,461457252,2021,SANDRA DEPOY,True,True,True
STEPHEN SUMMERS,Jason McGuire,212261.0,True,SDMUNICIPALLEAGUE.ORG,1979,UPDATE MUNICIPALITIES ON REPORTING REQUIREMENTS,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218353.0,218353.0,519558.0,511731.0,34398.0,32663.0,485160.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,460356156,2021,YVONNE TAYLOR,True,True,True
STEPHEN SUMMERS,Jason McGuire,9700482677.0,True,WWW.COREWELLHEALTH.ORG,1979,"TO IMPROVE HEALTH, INSTILL HUMANITY AND INSPIRE HOPE.",432.0,306.0,44308.0,176737204.0,59764120.0,0.0,5057197321.0,0.0,2298423.0,4366560058.0,9483521499.0,4852252378.0,10007679811.0,1907987071.0,4313147173.0,2944265307.0,True,True,False,True,False,False,False,False,True,True,True,True,False,True,True,False,False,False,True,True,True,True,False,True,611740292,2022,CHRISTINA FREESE DECKER,False,True,True
STEPHEN SUMMERS,Jason McGuire,883890592.0,True,WWW.TIDES.ORG,1976,GRANTMAKING THROUGH FUNDS TO ACCELERATE THE PACE OF SOCIAL CHANGE.,8.0,8.0,0.0,573714006.0,666795331.0,0.0,0.0,0.0,1820067.0,18728311.0,685523642.0,1232210451.0,978547541.0,86254978.0,84337478.0,1145955473.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,510198509,2022,JANIECE EVANS-PAGE,True,True,True
STEPHEN SUMMERS,Jason McGuire,39155766.0,True,www.defenders.org,1947,Habitat and species protection.,15.0,14.0,216.0,36161737.0,752244.0,0.0,17541373.0,1966832.0,1100796.0,17289521.0,37549970.0,48630491.0,50165827.0,5197679.0,4373966.0,43432812.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,530183181,2022,Jamie Rappaport Clark,True,True,True
STEPHEN SUMMERS,Jason McGuire,1755703433.0,False,HTTP://WWW.ONLINEGIVINGFOUNDATION.ORG/,2015,SEE SCHEDULE O.,3.0,3.0,0.0,1731034259.0,1721473365.0,0.0,0.0,0.0,0.0,37938465.0,1759411830.0,370671786.0,314536037.0,217988714.0,162257093.0,152683072.0,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,810739440,2022,BRYAN DE LOTTINVILLE,False,True,True
STEPHEN SUMMERS,Jason McGuire,542446.0,True,N/A,1996,TO PROVIDE FINANCIAL SUPPORT FOR DEVELOPMENT AND MAINTENANCE OF SUCCESSFUL CURRICULARAND EXTRA CURRICULAR PROGRAMS AT INCLINE HIGH SCHOOL.,9.0,0.0,0.0,488358.0,457057.0,0.0,0.0,0.0,0.0,16196.0,473253.0,686476.0,536564.0,0.0,0.0,686476.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,880232960,2022,DUSTIN EVANS,True,True,True
STEPHEN SUMMERS,Jason McGuire,73217421.0,False,www.planusa.org,1939,"See the Organization's Purpose Statement on Schedule O, Page 1",17.0,17.0,174.0,53931738.0,34767920.0,0.0,14793175.0,3665077.0,7960481.0,8150658.0,61376830.0,63915139.0,56829638.0,16360542.0,14785809.0,47554597.0,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,True,135661832,2022,Shanna Marzilli,False,True,True
Ascension St Vincent Foundation - Mercy,ANN C YATES RN,178225.0,False,https://www.stvincent.org/how-to-give,1983,"TO ACTIVELY SEEK AND INVEST CHARITABLE SUPPORT FOR ST. VINCENT MADISON COUNTY HEALTH SYSTEM, INC., SO THAT THEY MAY IMPROVE THE HEALTH AND WELL-BEING OF ALL THE PEOPLE IN THE COMMUNITIES THEY SERVE.",12.0,8.0,0.0,32318.0,79957.0,0.0,0.0,0.0,0.0,37296.0,117253.0,1476442.0,0.0,526.0,0.0,1475916.0,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,311066871,2022,Shanna Marzilli,False,True,True
Ascension St Vincent Foundation - Mercy,ANN C YATES RN,3291757.0,False,WWW.ASPENPHYS.ORG,1962,"THE CENTER IS A SCIENTIFIC ORGANIZATION WHICH PROMOTES ORGANIZED RESEARCH IN PHYSICS, ASTROPHYSICS, AND RELATED FIELDS.",78.0,30.0,11.0,1135464.0,452051.0,0.0,401802.0,0.0,4018.0,1973908.0,2827761.0,7035110.0,6783128.0,600366.0,720503.0,6434744.0,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,846059504,2022,AMANDA JENKINS,False,True,True
Ascension St Vincent Foundation - Mercy,ANN C YATES RN,224474.0,False,https: www.streetsareforeveryone.org,2014,Streets Are For Everyone SAFE aims to improve the quality of life for pedestrians bicyclists and drivers alike by reducing traffic fatalities to zero. SAFE addresses the problem in a holistic fashion through direct education broad awareness campaigns partnerships community outreach policy and legislation support for those impacted and other proven strategies.,5.0,3.0,7.0,197378.0,2950.0,0.0,92015.0,866.0,7908.0,128169.0,224000.0,53172.0,53078.0,47437.0,47075.0,5735.0,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,473036490,2022,Damian Kevitt,False,True,True
Ascension St Vincent Foundation - Mercy,ANN C YATES RN,444595.0,False,https: www.streetsareforeveryone.org,1963,AID FOR SPECIAL NEEDS CHILDREN AND OTHER SCHOOL RELATED ACTIVITIES.,4.0,4.0,9.0,5978.0,453400.0,0.0,48754.0,0.0,0.0,11694.0,513848.0,231685.0,21602.0,165.0,0.0,231520.0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,450278474,2022,GEORGE STROH,False,True,True
Ascension St Vincent Foundation - Mercy,Albert Boulenger,3280361971.0,False,WWW.BAPTISTHEALTH.NET,1991,"SEE FORM 990, PART III, LINE 1",40.0,39.0,5715.0,4477588.0,295771622.0,0.0,587871713.0,0.0,0.0,594812588.0,1478455923.0,7014479692.0,7600626918.0,1716646389.0,1807449379.0,5297833303.0,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,False,False,True,650267668,2022,GEORGE STROH,False,True,True
Ascension St Vincent Foundation - Mercy,Albert Boulenger,6716859729.0,True,www.adventhealth.com,1973,Operation of 11 acute-care hospitals & related healthcare services.,22.0,15.0,36897.0,104069888.0,25705251.0,0.0,2473662371.0,0.0,0.0,3309863414.0,5809231036.0,11276131812.0,11012939296.0,5196868532.0,4982376731.0,6079263280.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,591479658,2022,Terry Shaw,True,True,True
